2018.Asia,>,1949.AsiaOther,deduced
2018.Asia,>,1949.ChinaOther,deduced
2018.Asia,>,1949.JapanIslands,deduced
2018.Asia,>,1949.JapanOther,deduced
2018.Asia,>,1949.MainlandChina,deduced
2018.Asia,>,1949.Taiwan,deduced
2018.Asia,>,1949.TaiwanOther,deduced
2018.AsiaOther,<,1949.Asia,deduced
2018.AsiaOther,!,1949.ROChina,deduced
2018.AsiaOther,!,1949.ShowaPeriod,deduced
2018.ChinaOther,!,1949.MainlandChina,deduced
2018.ChinaOther,<,1949.PRChina,deduced
2018.Japan,!,1949.AsiaOther,deduced
2018.Japan,>,1949.JapanIslands,deduced
2018.Japan,>,1949.JapanOther,deduced
2018.JapanIslands,<,1949.Asia,deduced
2018.JapanIslands,!,1949.JapanOther,deduced
2018.JapanIslands,<,1949.ShowaPeriod,deduced
2018.JapanOther,<,1949.Asia,deduced
2018.JapanOther,!,1949.JapanIslands,deduced
2018.JapanOther,<,1949.ShowaPeriod,deduced
2018.MainlandChina,!,1949.ChinaOther,deduced
2018.MainlandChina,<,1949.PRChina,deduced
2018.PRChina,!,1949.AsiaOther,deduced
2018.PRChina,>,1949.ChinaOther,deduced
2018.PRChina,>,1949.MainlandChina,deduced
2018.ROChina,!,1949.AsiaOther,deduced
2018.ROChina,>,1949.Taiwan,deduced
2018.ROChina,>,1949.TaiwanOther,deduced
2018.Taiwan,<,1949.Asia,deduced
2018.Taiwan,<,1949.ROChina,deduced
2018.Taiwan,!,1949.TaiwanOther,deduced
2018.TaiwanOther,<,1949.Asia,deduced
2018.TaiwanOther,<,1949.ROChina,deduced
2018.TaiwanOther,!,1949.Taiwan,deduced
2018.Asia,>,1949.Asia,inferred
2018.Asia,>,1949.PRChina,inferred
2018.Asia,>,1949.ROChina,inferred
2018.Asia,>,1949.ShowaPeriod,inferred
2018.AsiaOther,!,1949.ChinaOther,inferred
2018.AsiaOther,!,1949.JapanIslands,inferred
2018.AsiaOther,!,1949.JapanOther,inferred
2018.AsiaOther,!,1949.MainlandChina,inferred
2018.AsiaOther,!,1949.PRChina,inferred
2018.AsiaOther,!,1949.Taiwan,inferred
2018.AsiaOther,!,1949.TaiwanOther,inferred
2018.ChinaOther,!,1949.Asia,inferred
2018.ChinaOther,!,1949.AsiaOther,inferred
2018.ChinaOther,!,1949.JapanIslands,inferred
2018.ChinaOther,!,1949.JapanOther,inferred
2018.ChinaOther,!,1949.ROChina,inferred
2018.ChinaOther,!,1949.ShowaPeriod,inferred
2018.ChinaOther,!,1949.Taiwan,inferred
2018.ChinaOther,!,1949.TaiwanOther,inferred
2018.Japan,<,1949.Asia,inferred
2018.Japan,!,1949.ChinaOther,inferred
2018.Japan,!,1949.MainlandChina,inferred
2018.Japan,!,1949.PRChina,inferred
2018.Japan,!,1949.ROChina,inferred
2018.Japan,=,1949.ShowaPeriod,inferred
2018.Japan,!,1949.Taiwan,inferred
2018.Japan,!,1949.TaiwanOther,inferred
2018.JapanIslands,!,1949.AsiaOther,inferred
2018.JapanIslands,!,1949.ChinaOther,inferred
2018.JapanIslands,!,1949.MainlandChina,inferred
2018.JapanIslands,!,1949.PRChina,inferred
2018.JapanIslands,!,1949.ROChina,inferred
2018.JapanIslands,!,1949.Taiwan,inferred
2018.JapanIslands,!,1949.TaiwanOther,inferred
2018.JapanOther,!,1949.AsiaOther,inferred
2018.JapanOther,!,1949.ChinaOther,inferred
2018.JapanOther,!,1949.MainlandChina,inferred
2018.JapanOther,!,1949.PRChina,inferred
2018.JapanOther,!,1949.ROChina,inferred
2018.JapanOther,!,1949.Taiwan,inferred
2018.JapanOther,!,1949.TaiwanOther,inferred
2018.MainlandChina,!,1949.Asia,inferred
2018.MainlandChina,!,1949.AsiaOther,inferred
2018.MainlandChina,!,1949.JapanIslands,inferred
2018.MainlandChina,!,1949.JapanOther,inferred
2018.MainlandChina,!,1949.ROChina,inferred
2018.MainlandChina,!,1949.ShowaPeriod,inferred
2018.MainlandChina,!,1949.Taiwan,inferred
2018.MainlandChina,!,1949.TaiwanOther,inferred
2018.PRChina,!,1949.Asia,inferred
2018.PRChina,!,1949.JapanIslands,inferred
2018.PRChina,!,1949.JapanOther,inferred
2018.PRChina,=,1949.PRChina,inferred
2018.PRChina,!,1949.ROChina,inferred
2018.PRChina,!,1949.ShowaPeriod,inferred
2018.PRChina,!,1949.Taiwan,inferred
2018.PRChina,!,1949.TaiwanOther,inferred
2018.ROChina,<,1949.Asia,inferred
2018.ROChina,!,1949.ChinaOther,inferred
2018.ROChina,!,1949.JapanIslands,inferred
2018.ROChina,!,1949.JapanOther,inferred
2018.ROChina,!,1949.MainlandChina,inferred
2018.ROChina,!,1949.PRChina,inferred
2018.ROChina,=,1949.ROChina,inferred
2018.ROChina,!,1949.ShowaPeriod,inferred
2018.Taiwan,!,1949.AsiaOther,inferred
2018.Taiwan,!,1949.ChinaOther,inferred
2018.Taiwan,!,1949.JapanIslands,inferred
2018.Taiwan,!,1949.JapanOther,inferred
2018.Taiwan,!,1949.MainlandChina,inferred
2018.Taiwan,!,1949.PRChina,inferred
2018.Taiwan,!,1949.ShowaPeriod,inferred
2018.TaiwanOther,!,1949.AsiaOther,inferred
2018.TaiwanOther,!,1949.ChinaOther,inferred
2018.TaiwanOther,!,1949.JapanIslands,inferred
2018.TaiwanOther,!,1949.JapanOther,inferred
2018.TaiwanOther,!,1949.MainlandChina,inferred
2018.TaiwanOther,!,1949.PRChina,inferred
2018.TaiwanOther,!,1949.ShowaPeriod,inferred
2018.AsiaOther,=,1949.AsiaOther,input
2018.ChinaOther,=,1949.ChinaOther,input
2018.JapanIslands,=,1949.JapanIslands,input
2018.JapanOther,=,1949.JapanOther,input
2018.MainlandChina,=,1949.MainlandChina,input
2018.Taiwan,=,1949.Taiwan,input
2018.TaiwanOther,=,1949.TaiwanOther,input
